Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling rate
1/5/2023,WAUA,2023,January,598.6694,599.3352,600.0011
5/20/2002,WAUA,2002,May,145.4221,146.05,146.6779
5/6/2020,POUNDS STERLING,2020,May,445.968,446.5874,447.2068
6/23/2014,WAUA,2014,June,237.9386,238.7075,239.4764
12/5/2023,WAUA,2023,December,1086.9063,1087.4775,1088.0487
9/28/2009,POUNDS STERLING,2009,September,235.8487,236.6428,237.4368
5/22/2003,WAUA,2003,May,174.319,175.0062,175.6935
4/30/2020,POUNDS STERLING,2020,April,450.576,451.2018,451.8276
10/24/2019,US DOLLAR,2019,October,305.95,306.45,306.95
1/15/2016,POUNDS STERLING,2016,January,281.2992,282.0618,282.7344
4/20/2018,US DOLLAR,2018,April,304.6,305.1,305.6
1/29/2009,WAUA,2009,January,215.5109,216.2618,217.0126
7/30/2012,EURO,2012,July,189.7564,190.3692,190.9819
10/11/2013,EURO,2013,October,210.0384,210.7169,211.3955
10/21/2003,EURO,2003,October,149.7155,150.2971,150.8787
5/4/2023,US DOLLAR,2023,May,459.87,460.37,460.87
1/6/2012,EURO,2012,January,199.2932,199.9332,200.5731
12/18/2001,EURO,2001,December,101.0694,101.5202,101.971
11/18/2019,POUNDS STERLING,2019,November,396.3276,396.9753,397.623
10/9/2013,POUNDS STERLING,2013,October,246.9974,247.7954,248.5933
9/14/2017,POUNDS STERLING,2017,September,406.7728,407.4398,408.1067
6/11/2021,EURO,2021,June,496.3565,496.9631,497.5697
11/23/2021,EURO,2021,November,460.845,461.97,463.095
6/4/2018,WAUA,2018,June,431.6645,432.3722,433.0798
8/6/2020,US DOLLAR,2020,August,379.0,379.5,380.0
8/22/2002,WAUA,2002,August,164.4773,165.1405,165.8037
12/23/2003,US DOLLAR,2003,December,136.0,136.5,137.0
10/16/2020,EURO,2020,October,444.8702,445.4571,446.044
5/11/2010,POUNDS STERLING,2010,May,218.2563,218.9951,219.7338
3/27/2003,US DOLLAR,2003,March,126.22,126.72,127.22
9/16/2022,POUNDS STERLING,2022,September,488.5237,489.0935,489.6633
11/22/2010,POUNDS STERLING,2010,November,236.6708,237.4709,238.2709
3/9/2012,WAUA,2012,March,238.3657,239.1346,239.9034
6/13/2013,WAUA,2013,June,230.8856,231.6316,232.3776
9/4/2009,POUNDS STERLING,2009,September,246.0504,246.8686,247.6867
6/6/2011,POUNDS STERLING,2011,June,249.391,250.2125,251.034
5/19/2006,US DOLLAR,2006,May,126.17,126.67,127.17
8/29/2016,EURO,2016,August,340.157,340.7155,341.2741
11/24/2006,POUNDS STERLING,2006,November,243.6046,244.5713,245.538
3/10/2008,POUNDS STERLING,2008,March,233.3083,234.3158,235.3234
1/17/2002,POUNDS STERLING,2002,January,161.7896,162.5058,163.222
2/25/2015,EURO,2015,February,223.5556,224.123,224.6904
10/30/2020,US DOLLAR,2020,October,379.0,379.5,380.0
10/10/2016,EURO,2016,October,339.4822,340.0401,340.598
8/7/2019,EURO,2019,August,342.5162,343.0761,343.6359
7/22/2002,WAUA,2002,July,157.1975,157.828,158.4586
9/12/2005,US DOLLAR,2005,September,128.5,129.0,129.5
5/13/2022,US DOLLAR,2022,May,413.74,414.74,415.74
3/4/2014,US DOLLAR,2014,March,154.75,155.25,155.75
4/24/2008,WAUA,2008,April,189.435,190.2536,191.0723
6/6/2018,EURO,2018,June,358.9871,359.5757,360.1643
7/3/2017,WAUA,2017,July,423.3102,424.0042,424.6983
10/22/2021,EURO,2021,October,476.7425,477.3239,477.9054
8/27/2018,US DOLLAR,2018,August,305.1,305.6,306.1
6/10/2015,US DOLLAR,2015,June,195.9,196.4,196.9
1/26/2005,US DOLLAR,2005,January,131.86,132.36,132.86
6/24/2020,EURO,2020,June,406.296,406.8603,407.4246
3/23/2009,WAUA,2009,March,220.6252,221.386,222.1468
8/5/2011,EURO,2011,August,212.1043,212.8124,213.5205
7/28/2003,WAUA,2003,July,177.5657,178.2651,178.9646
1/21/2002,EURO,2002,January,99.9043,100.3465,100.7888
12/15/2006,EURO,2006,December,165.2873,165.9432,166.599
2/9/2004,EURO,2004,February,170.8903,171.527,172.1637
11/7/2006,EURO,2006,November,160.7891,161.427,162.0649
4/7/2017,POUNDS STERLING,2017,April,379.2404,379.8618,380.4832
6/26/2012,WAUA,2012,June,233.4871,234.2407,234.9943
1/3/2006,US DOLLAR,2006,January,128.0,128.5,129.0
12/10/2003,WAUA,2003,December,198.8419,199.5723,200.3026
12/6/2019,EURO,2019,December,339.4821,340.0369,340.5917
8/12/2013,POUNDS STERLING,2013,August,239.5066,240.2804,241.0543
12/14/2010,US DOLLAR,2010,December,148.06,148.56,149.06
12/7/2005,WAUA,2005,December,181.7805,182.4906,183.2007
8/25/2006,WAUA,2006,August,187.422,188.1655,188.909
3/25/2013,WAUA,2013,March,232.0334,232.7831,233.5328
12/29/2021,US DOLLAR,2021,December,411.0,411.5,412.0
6/16/2022,POUNDS STERLING,2022,June,503.9841,504.5915,505.1989
9/21/2016,EURO,2016,September,338.9904,339.548,340.1055
11/20/2003,EURO,2003,November,163.515,164.1109,164.7068
2/24/2014,US DOLLAR,2014,February,154.75,155.25,155.75
12/22/2005,POUNDS STERLING,2005,December,222.3872,223.2559,224.1246
4/11/2019,US DOLLAR,2019,April,306.0,306.5,307.0
12/19/2011,POUNDS STERLING,2011,December,241.3973,242.1725,242.9477
11/20/2013,EURO,2013,November,209.3187,209.9951,210.6715
8/30/2023,US DOLLAR,2023,August,741.268,741.768,742.268
3/18/2014,POUNDS STERLING,2014,March,257.2398,258.071,258.9022
1/5/2012,US DOLLAR,2012,January,155.71,156.21,156.71
10/19/2004,WAUA,2004,October,193.4917,194.2252,194.9587
3/8/2011,EURO,2011,March,208.5042,209.2007,209.8972
6/13/2012,POUNDS STERLING,2012,June,241.1173,241.8956,242.6739
7/23/2010,EURO,2010,July,189.8645,190.5072,191.1498
8/19/2016,US DOLLAR,2016,August,307.0,307.5,308.0
10/26/2009,US DOLLAR,2009,October,148.14,148.64,149.14
12/13/2018,WAUA,2018,December,421.8421,422.5316,423.2211
1/18/2017,EURO,2017,January,325.0303,325.5644,326.0986
6/14/2012,POUNDS STERLING,2012,June,240.3119,241.0876,241.8633
9/6/2010,POUNDS STERLING,2010,September,229.027,229.7998,230.5726
7/31/2009,EURO,2009,July,209.1574,209.8605,210.5635
4/12/2022,US DOLLAR,2022,April,414.08,415.08,416.08
6/7/2013,POUNDS STERLING,2013,June,240.8684,241.6466,242.4249
4/2/2008,EURO,2008,April,180.7587,181.5396,182.3206
2/13/2023,US DOLLAR,2023,February,460.06,460.56,461.06
1/28/2015,POUNDS STERLING,2015,January,253.9569,254.7173,255.4776
8/12/2009,POUNDS STERLING,2009,August,245.0248,245.8467,246.6686
6/29/2022,US DOLLAR,2022,June,413.77,414.77,415.77
4/1/2003,POUNDS STERLING,2003,April,199.0709,199.8583,200.646
3/22/2016,US DOLLAR,2016,March,196.0,196.5,197.0
9/16/2013,US DOLLAR,2013,September,154.76,155.26,155.76
10/22/2003,POUNDS STERLING,2003,October,217.0948,217.9349,218.7751
8/9/2002,EURO,2002,August,120.466,120.9518,121.4375
11/26/2018,US DOLLAR,2018,November,305.8,306.3,306.8
3/22/2013,WAUA,2013,March,231.7002,232.4488,233.1974
10/26/2005,US DOLLAR,2005,October,128.55,129.05,129.55
7/6/2005,US DOLLAR,2005,July,131.89,132.39,132.89
8/29/2012,WAUA,2012,August,234.3563,235.1132,235.8702
3/16/2005,US DOLLAR,2005,March,131.86,132.36,132.86
6/22/2016,WAUA,2016,June,395.054,395.7582,396.4624
1/23/2009,WAUA,2009,January,213.2323,213.9779,214.7234
8/12/2009,EURO,2009,August,210.8603,211.5676,212.2749
3/12/2013,EURO,2013,March,201.3452,201.9958,202.6463
12/1/2015,US DOLLAR,2015,December,195.97,196.47,196.97
8/30/2017,POUNDS STERLING,2017,August,393.9881,394.6343,395.2805
11/19/2009,WAUA,2009,November,237.9068,238.7065,239.5062
2/18/2009,POUNDS STERLING,2009,February,206.0333,206.7443,207.4552
6/18/2003,US DOLLAR,2003,June,126.98,127.48,127.98
6/17/2002,EURO,2002,June,111.8164,112.288,112.7596
6/10/2003,EURO,2003,June,148.7834,149.3693,149.9552
4/30/2002,US DOLLAR,2002,April,115.3,115.8,116.3
7/13/2018,POUNDS STERLING,2018,July,400.751,401.4084,402.0658
2/25/2011,US DOLLAR,2011,February,149.45,149.95,150.45
12/3/2018,US DOLLAR,2018,December,305.85,306.35,306.85
8/13/2003,WAUA,2003,August,175.9766,176.6689,177.3612
9/18/2007,US DOLLAR,2007,September,123.75,124.25,124.75
6/23/2020,POUNDS STERLING,2020,June,449.028,449.6517,450.2753
10/27/2023,WAUA,2023,October,1049.5406,1050.2082,1050.8759
11/4/2019,EURO,2019,November,341.6238,342.1821,342.7404
12/28/2007,US DOLLAR,2007,December,115.8,116.3,116.8
7/27/2005,WAUA,2005,July,190.1382,190.8592,191.5802
6/14/2018,POUNDS STERLING,2018,June,408.1332,408.8026,409.472
1/2/2004,US DOLLAR,2004,January,136.0,136.5,137.0
3/18/2022,WAUA,2022,March,573.9397,574.6306,575.3214
6/17/2015,US DOLLAR,2015,June,195.9,196.4,196.9
3/18/2003,POUNDS STERLING,2003,March,198.4882,199.2715,200.0548
7/8/2009,WAUA,2009,July,224.4931,225.2672,226.0413
2/19/2015,POUNDS STERLING,2015,February,306.0486,306.8215,307.5943
5/9/2024,WAUA,2024,May,1862.9346,1863.5819,1864.2291
9/7/2018,US DOLLAR,2018,September,305.2,305.7,306.2
4/15/2021,POUNDS STERLING,2021,April,522.7168,523.4064,524.096
9/23/2013,POUNDS STERLING,2013,September,248.56,249.3631,250.1661
7/24/2003,EURO,2003,July,145.9096,146.4845,147.0594
1/20/2021,WAUA,2021,January,545.1933,545.9125,546.6318
8/1/2003,POUNDS STERLING,2003,August,203.0722,203.8734,204.6746
7/22/2005,WAUA,2005,July,190.3446,191.0664,191.7881
7/27/2017,WAUA,2017,July,426.5058,427.2057,427.9056
8/8/2011,POUNDS STERLING,2011,August,244.9857,245.8051,246.6244
3/21/2012,US DOLLAR,2012,March,155.06,155.56,156.06
8/8/2002,WAUA,2002,August,157.9506,158.5875,159.2244
9/26/2008,POUNDS STERLING,2008,September,212.8269,213.7478,214.6686
5/6/2021,WAUA,2021,May,542.2334,542.9488,543.6641
8/14/2023,WAUA,2023,August,996.9572,997.6235,998.2899
9/25/2002,WAUA,2002,September,164.2182,164.8737,165.5293
7/3/2006,EURO,2006,July,161.5355,162.1756,162.8158
10/17/2002,EURO,2002,October,122.5368,123.0248,123.5128
9/12/2019,POUNDS STERLING,2019,September,376.9907,377.607,378.2233
9/10/2012,EURO,2012,September,197.8243,198.4634,199.1024
8/21/2003,POUNDS STERLING,2003,August,201.678,202.4699,203.2619
9/28/2006,WAUA,2006,September,185.7325,186.4696,187.2066
7/31/2023,POUNDS STERLING,2023,July,974.1953,974.6953,975.1953
7/27/2022,US DOLLAR,2022,July,414.96,415.46,415.96
7/11/2017,POUNDS STERLING,2017,July,393.9685,394.6144,395.2602
5/11/2010,EURO,2010,May,187.6192,188.2543,188.8893
5/6/2011,POUNDS STERLING,2011,May,249.6333,250.4543,251.2753
9/5/2013,US DOLLAR,2013,September,154.76,155.26,155.76
2/24/2020,US DOLLAR,2020,February,305.95,306.45,306.95
5/22/2002,EURO,2002,May,107.2076,107.6705,108.1334
4/13/2017,US DOLLAR,2017,April,305.05,305.55,306.05
10/11/2002,POUNDS STERLING,2002,October,195.5528,196.3335,197.1141
3/27/2018,US DOLLAR,2018,March,304.65,305.15,305.65
5/10/2010,EURO,2010,May,191.6076,192.2562,192.9047
9/6/2017,WAUA,2017,September,431.6438,432.3517,433.0595
12/14/2022,US DOLLAR,2022,December,444.96,445.46,445.96
7/13/2012,WAUA,2012,July,231.5074,232.2548,233.0022
11/17/2009,EURO,2009,November,221.995,222.7394,223.4838
12/21/2016,POUNDS STERLING,2016,December,376.7528,377.3719,377.9911
4/12/2013,POUNDS STERLING,2013,April,237.8353,238.6037,239.3722
3/25/2024,POUNDS STERLING,2024,March,1789.72,1790.3523,1790.9847
7/7/2015,US DOLLAR,2015,July,195.95,196.45,196.95
3/23/2006,WAUA,2006,March,181.7103,182.4285,183.1467
1/4/2018,EURO,2018,January,367.8307,368.4338,369.0369
8/1/2019,WAUA,2019,August,419.9867,420.6733,421.3599
4/16/2019,US DOLLAR,2019,April,305.95,306.45,306.95
9/6/2018,WAUA,2018,September,425.1888,425.8853,426.5819
10/5/2017,WAUA,2017,October,429.2648,429.9693,430.6738
11/25/2020,WAUA,2020,November,540.3712,541.0841,541.797
2/3/2015,US DOLLAR,2015,February,167.0,167.5,168.0
2/19/2024,WAUA,2024,February,1976.9399,1977.5557,1978.1714
4/23/2012,WAUA,2012,April,238.2919,239.0619,239.8318
7/2/2019,EURO,2019,July,345.7847,346.3498,346.9149
10/26/2004,WAUA,2004,October,195.7667,196.509,197.2512
2/27/2004,EURO,2004,February,165.9188,166.5379,167.157
3/12/2009,POUNDS STERLING,2009,March,200.9717,201.6619,202.352
9/19/2013,POUNDS STERLING,2013,September,248.916,249.7202,250.5244
7/24/2020,EURO,2020,July,418.068,418.6487,419.2293
10/22/2008,EURO,2008,October,148.5306,149.1732,149.8158
9/24/2004,EURO,2004,September,162.1087,162.7234,163.3381
2/19/2016,EURO,2016,February,217.7756,218.3312,218.8867
3/20/2006,WAUA,2006,March,181.3562,182.073,182.7898
2/18/2020,WAUA,2020,February,417.7081,418.3908,419.0734
9/8/2016,WAUA,2016,September,425.9365,426.6359,427.3353
6/12/2008,WAUA,2008,June,185.9915,186.7956,187.5997
2/18/2015,US DOLLAR,2015,February,167.0,167.5,168.0
10/15/2021,EURO,2021,October,475.2906,475.8704,476.4501
2/5/2016,EURO,2016,February,219.422,219.9818,220.5415
9/1/2005,US DOLLAR,2005,September,128.57,129.07,129.57
6/13/2013,EURO,2013,June,206.0806,206.7464,207.4123
1/21/2016,POUNDS STERLING,2016,January,276.5168,277.2222,277.9276
4/20/2022,WAUA,2022,April,565.1602,565.841,566.5218
7/21/2016,POUNDS STERLING,2016,July,383.8612,384.5199,385.1785
4/23/2018,EURO,2018,April,372.7697,373.3815,373.9933
4/5/2016,POUNDS STERLING,2016,April,278.1044,278.8139,279.5233
9/9/2020,WAUA,2020,September,534.3378,535.0428,535.7477
6/3/2011,EURO,2011,June,220.5457,221.2708,221.9958
10/6/2020,US DOLLAR,2020,October,379.0,379.5,380.0
8/11/2004,POUNDS STERLING,2004,August,240.8058,241.719,242.6323
5/9/2013,WAUA,2013,May,232.8606,233.613,234.3654
3/28/2024,WAUA,2024,March,1874.348,1875.0527,1875.7575
9/5/2014,US DOLLAR,2014,September,154.73,155.23,155.73
1/9/2014,POUNDS STERLING,2014,January,254.0812,254.9023,255.7234
6/23/2010,US DOLLAR,2010,June,147.6,148.1,148.6
5/31/2021,POUNDS STERLING,2021,May,580.1256,580.8348,581.544
6/12/2012,EURO,2012,June,193.563,194.1878,194.8126
1/26/2018,US DOLLAR,2018,January,304.65,305.15,305.65
6/13/2017,POUNDS STERLING,2017,June,387.6698,388.306,388.9421
8/26/2004,US DOLLAR,2004,August,131.85,132.35,132.85
8/4/2017,EURO,2017,August,361.5009,362.0944,362.6879
9/12/2018,US DOLLAR,2018,August,305.25,305.75,306.25
12/23/2015,POUNDS STERLING,2015,December,291.9028,292.6475,293.3921
6/2/2023,US DOLLAR,2023,June,461.05,461.55,462.05
7/5/2023,WAUA,2023,July,991.4389,992.0949,992.751
7/24/2012,WAUA,2012,July,231.6778,232.4257,233.1736
5/28/2002,WAUA,2002,May,146.7034,147.3369,147.9703
5/21/2004,WAUA,2004,May,190.6454,191.3686,192.0919
2/20/2013,EURO,2013,February,207.0731,207.7422,208.4113
7/31/2023,US DOLLAR,2023,July,757.022,757.522,758.022
9/9/2004,POUNDS STERLING,2004,September,235.0397,235.9312,236.8226
8/11/2008,US DOLLAR,2008,August,115.58,116.08,116.58
3/31/2003,US DOLLAR,2003,March,126.37,126.87,127.37
9/3/2003,POUNDS STERLING,2003,September,199.4359,200.2472,201.0285
1/14/2022,POUNDS STERLING,2022,January,568.1054,568.7917,569.478
7/18/2006,US DOLLAR,2006,July,126.1,126.6,127.1
12/21/2001,EURO,2001,December,100.4752,100.9234,101.3715
8/27/2003,US DOLLAR,2003,August,127.3,127.8,128.3
4/9/2002,US DOLLAR,2002,April,115.1,115.6,116.1
7/23/2020,WAUA,2020,July,426.6183,427.2109,427.8034
2/25/2022,US DOLLAR,2022,February,415.52,416.02,416.52
9/9/2008,US DOLLAR,2008,September,115.56,116.06,116.56
2/11/2020,US DOLLAR,2020,February,305.9,306.4,306.9
10/26/2010,US DOLLAR,2010,October,148.9,149.4,149.9
3/15/2016,WAUA,2016,March,272.8238,273.5198,274.2158
12/10/2019,US DOLLAR,2019,December,305.9,306.4,306.9
1/19/2016,US DOLLAR,2016,January,196.0,196.5,197.0
3/10/2014,POUNDS STERLING,2014,March,257.5195,258.3515,259.1836
4/18/2017,WAUA,2017,April,413.9555,414.6341,415.3127
8/10/2006,EURO,2006,August,162.1386,162.7816,163.4247
4/27/2005,US DOLLAR,2005,April,131.83,132.33,132.83
2/1/2019,WAUA,2019,February,427.5659,428.2651,428.9643
9/17/2003,POUNDS STERLING,2003,September,204.5376,205.3367,206.1358
5/26/2006,WAUA,2006,May,187.7259,188.4696,189.2133
5/30/2017,POUNDS STERLING,2017,May,391.5802,392.2234,392.8666
3/23/2005,POUNDS STERLING,2005,March,247.9703,248.9106,249.851
10/23/2009,US DOLLAR,2009,October,147.61,148.11,148.61
4/13/2017,WAUA,2017,April,412.0439,412.7192,413.3946
5/21/2004,POUNDS STERLING,2004,May,235.7375,236.6318,237.5261
8/25/2020,POUNDS STERLING,2020,August,497.9302,498.5871,499.244
11/27/2002,WAUA,2002,November,167.5601,168.2255,168.8909
8/22/2017,EURO,2017,August,358.7822,359.3708,359.9595
5/16/2005,US DOLLAR,2005,May,131.83,132.33,132.83
5/3/2013,POUNDS STERLING,2013,May,240.7446,241.5224,242.3003
7/3/2009,EURO,2009,July,204.082,204.7824,205.4827
10/27/2021,EURO,2021,October,475.8692,476.4495,477.0298
11/13/2019,EURO,2019,November,336.9183,337.469,338.0197
4/4/2023,US DOLLAR,2023,April,459.86,460.36,460.86
5/15/2002,US DOLLAR,2002,May,115.3,115.8,116.3
9/6/2011,WAUA,2011,September,241.5325,242.328,243.1235
8/12/2022,WAUA,2022,August,555.2979,555.9607,556.6235
11/18/2003,WAUA,2003,November,193.7419,194.4536,195.1653
7/8/2014,EURO,2014,July,210.3245,211.0041,211.6838
4/7/2011,US DOLLAR,2011,April,150.91,151.41,151.91
12/16/2011,WAUA,2011,December,238.4992,239.2651,240.031
6/12/2007,POUNDS STERLING,2007,June,247.0947,248.0815,249.0683
8/2/2004,WAUA,2004,August,191.4383,192.1646,192.8908
3/22/2016,WAUA,2016,March,274.7064,275.4072,276.108
12/10/2008,EURO,2008,December,168.6868,169.3344,169.9819
7/28/2009,POUNDS STERLING,2009,July,243.2118,244.0368,244.8617
9/19/2005,POUNDS STERLING,2005,September,231.7241,232.6258,233.5274
5/14/2013,US DOLLAR,2013,May,154.74,155.24,155.74
1/13/2003,POUNDS STERLING,2003,January,202.1543,202.9558,203.7573
3/28/2013,WAUA,2013,March,230.789,231.5347,232.2804
6/15/2022,US DOLLAR,2022,June,413.79,414.79,415.79
1/29/2019,WAUA,2019,January,425.1598,425.855,426.5503
6/8/2012,EURO,2012,June,192.9771,193.6003,194.2234
6/12/2009,US DOLLAR,2009,June,145.75,146.25,146.75
1/19/2016,WAUA,2016,January,270.4876,271.1776,271.8676
8/11/2016,EURO,2016,August,344.5659,345.1235,345.681
10/7/2021,POUNDS STERLING,2021,October,557.5465,558.2268,558.907
2/1/2007,US DOLLAR,2007,February,126.01,126.51,127.01
5/7/2021,US DOLLAR,2020,May,379.0,379.5,380.0
1/14/2009,POUNDS STERLING,2009,January,216.8695,217.5973,218.325
3/12/2015,WAUA,2015,March,268.8512,269.5371,270.2229
5/9/2005,EURO,2005,May,169.1258,169.7674,170.409
10/11/2016,WAUA,2016,October,420.6878,421.3791,422.0705
11/13/2009,US DOLLAR,2009,November,149.11,149.61,150.11
2/7/2002,POUNDS STERLING,2002,February,159.6686,160.3739,161.0791
12/29/2015,US DOLLAR,2015,December,196.0,196.5,197.0
1/18/2019,WAUA,2019,January,425.5471,426.2428,426.9385
2/23/2018,EURO,2018,February,375.2715,375.8868,376.5021
11/19/2019,WAUA,2019,November,420.2068,420.8935,421.5802
1/25/2008,POUNDS STERLING,2008,January,229.686,230.6776,231.6693
1/27/2003,US DOLLAR,2003,January,126.21,126.71,127.21
11/29/2021,EURO,2021,November,462.5655,463.6947,464.8239
4/3/2024,POUNDS STERLING,2024,April,1590.4854,1591.1165,1591.7477
8/21/2009,POUNDS STERLING,2009,August,247.483,248.3117,249.1404
8/6/2020,WAUA,2020,August,430.2268,430.7944,431.362
3/3/2023,US DOLLAR,2023,March,459.96,460.46,460.96
11/11/2011,POUNDS STERLING,2011,November,241.7885,242.5848,243.3811
11/14/2016,US DOLLAR,2016,November,304.25,304.75,305.25
2/16/2005,EURO,2005,February,171.7214,172.3726,173.0238
6/19/2015,POUNDS STERLING,2015,June,310.4036,311.1958,311.9881
12/1/2010,US DOLLAR,2010,December,147.8,148.3,148.8
5/11/2011,US DOLLAR,2011,May,152.39,152.89,153.39
12/8/2015,EURO,2015,December,212.8626,213.4057,213.9488
8/1/2011,POUNDS STERLING,2011,August,246.1548,246.9774,247.8
3/25/2014,US DOLLAR,2014,March,154.74,155.24,155.74
7/22/2010,US DOLLAR,2010,July,147.72,148.22,148.72
2/7/2018,US DOLLAR,2018,February,304.85,305.35,305.85
2/17/2005,US DOLLAR,2005,February,131.85,132.35,132.85
3/14/2022,POUNDS STERLING,2022,March,541.3729,542.0244,542.676
3/4/2003,US DOLLAR,2003,March,126.2,126.7,127.2
5/8/2008,POUNDS STERLING,2008,May,226.3626,227.341,228.3194
8/22/2023,POUNDS STERLING,2023,August,961.5342,962.1708,962.8073
2/6/2013,WAUA,2013,February,238.1654,238.9349,239.7045
2/25/2022,EURO,2022,February,464.8422,465.4016,465.9609
7/1/2016,US DOLLAR,2016,July,281.25,281.75,282.25
8/20/2010,EURO,2010,August,187.8937,188.5296,189.1654
5/22/2012,EURO,2012,May,197.5055,198.1439,198.7822
12/12/2001,WAUA,2001,December,138.8876,139.5084,140.1293
11/21/2012,WAUA,2012,November,233.5372,234.2917,235.0462
7/17/2007,POUNDS STERLING,2007,July,255.4444,256.4668,257.4891
4/17/2024,US DOLLAR,2024,April,1118.485,1118.985,1119.485
4/23/2007,US DOLLAR,2007,April,125.72,126.22,126.72
12/4/2012,POUNDS STERLING,2012,December,249.4731,250.2791,251.0851
12/30/2014,WAUA,2014,December,242.0204,242.745,243.4696
6/13/2002,US DOLLAR,2002,June,119.55,117.05,117.55
7/13/2007,POUNDS STERLING,2007,July,253.9859,255.0022,256.0186
8/25/2006,EURO,2006,August,160.9783,161.6169,162.2555
4/4/2016,US DOLLAR,2016,April,196.0,196.5,197.0
2/18/2003,EURO,2003,February,135.5233,136.0585,136.5937
3/28/2012,EURO,2012,March,206.7523,207.4192,208.0861
1/22/2002,US DOLLAR,2002,January,112.95,113.45,113.95
5/16/2008,POUNDS STERLING,2008,May,225.3288,226.3029,227.277
1/24/2024,POUNDS STERLING,2024,January,1132.0065,1132.645,1133.2836
6/6/2007,US DOLLAR,2007,June,125.2,125.7,126.2
2/10/2022,US DOLLAR,2022,February,416.51,417.01,417.51
7/2/2004,EURO,2004,July,160.1026,160.7102,161.3178
11/27/2008,US DOLLAR,2008,November,115.62,116.12,116.62
10/17/2013,WAUA,2013,October,236.6494,237.4137,238.178
6/2/2020,EURO,2020,June,400.212,400.7679,401.3237
6/17/2009,US DOLLAR,2009,June,145.7,146.2,146.7
12/31/2002,EURO,2002,December,132.0565,132.581,133.1054
12/21/2018,WAUA,2018,December,424.3243,425.0177,425.7112
12/11/2015,EURO,2015,December,215.0316,215.5802,216.1287
8/22/2006,US DOLLAR,2006,August,126.06,126.56,127.06
2/15/2017,WAUA,2017,February,411.6607,412.3366,413.0126
11/7/2006,US DOLLAR,2006,November,126.03,126.53,127.03
1/12/2017,POUNDS STERLING,2017,January,373.5248,374.1392,374.7535
1/27/2015,WAUA,2015,January,233.3106,234.0092,234.7077
5/16/2023,EURO,2023,May,501.0197,501.5641,502.1084
9/1/2005,POUNDS STERLING,2005,September,235.1931,236.1078,237.0224
8/14/2014,WAUA,2014,August,235.7624,236.5242,237.2861
9/30/2016,POUNDS STERLING,2016,September,394.1255,394.7732,395.4209
10/25/2011,EURO,2011,October,207.4815,208.1777,208.8739
4/25/2002,US DOLLAR,2002,April,115.1,115.6,116.1
1/10/2023,POUNDS STERLING,2023,January,547.8158,548.423,549.0302
1/14/2005,WAUA,2005,January,200.2043,200.9634,201.7226
3/16/2017,POUNDS STERLING,2017,March,377.2344,377.8513,378.4682
6/22/2005,POUNDS STERLING,2005,June,239.9425,240.8522,241.7619
9/25/2023,POUNDS STERLING,2023,September,923.6316,924.2421,924.8526
5/16/2003,WAUA,2003,May,173.0343,173.7183,174.4022
2/2/2016,WAUA,2016,February,269.3673,270.0544,270.7416
1/12/2022,EURO,2022,January,470.1091,470.6774,471.2457
11/10/2017,US DOLLAR,2017,November,304.95,305.45,305.95
3/25/2021,EURO,2021,March,447.5232,448.1136,448.704
12/13/2019,WAUA,2019,December,421.5916,422.2807,422.9698
1/16/2003,US DOLLAR,2003,January,126.02,126.52,127.02
6/27/2008,WAUA,2008,June,187.2244,188.034,188.8436
8/17/2007,US DOLLAR,2007,August,124.7,125.2,125.7
10/21/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/17/2018,POUNDS STERLING,2018,October,400.6022,401.2578,401.9135
8/7/2002,POUNDS STERLING,2002,August,190.2284,190.9955,191.7625
9/17/2021,US DOLLAR,2021,September,409.58,410.08,410.58
4/9/2019,EURO,2019,April,345.1374,345.7014,346.2653
8/20/2021,US DOLLAR,2021,August,409.13,409.63,410.13
11/19/2007,POUNDS STERLING,2007,November,240.1628,241.1894,242.216
8/2/2013,EURO,2013,August,204.5308,205.1916,205.8524
8/25/2020,WAUA,2020,August,534.2925,534.9973,535.7022
7/17/2014,WAUA,2014,July,237.7613,238.5296,239.2979
6/15/2007,WAUA,2007,June,189.2034,189.959,190.7146
11/25/2002,WAUA,2002,November,165.6321,166.2901,166.9482
8/25/2022,POUNDS STERLING,2022,August,499.0398,499.6315,500.2232
1/24/2014,US DOLLAR,2014,January,154.75,155.25,155.75
8/6/2018,US DOLLAR,2018,August,305.0,305.5,306.0
9/17/2015,WAUA,2015,September,275.8032,276.5068,277.2104
6/19/2008,POUNDS STERLING,2008,June,226.0531,227.0305,228.0079
7/9/2002,WAUA,2002,July,149.4116,150.0359,150.6603
2/21/2014,POUNDS STERLING,2014,February,258.123,258.957,259.791
4/5/2023,WAUA,2023,April,619.3242,619.9977,620.6711
11/4/2005,EURO,2005,November,153.5805,154.178,154.7754
4/5/2016,WAUA,2016,April,275.0701,275.7718,276.4735
10/18/2012,US DOLLAR,2012,October,154.76,155.26,155.76
7/14/2006,WAUA,2006,July,185.6732,186.4094,187.1456
12/12/2013,EURO,2013,December,213.3263,214.0156,214.705
6/27/2019,US DOLLAR,2019,June,305.9,306.4,306.9
5/21/2018,EURO,2018,May,358.6255,359.2137,359.8019
10/21/2008,EURO,2008,October,152.6548,153.3153,153.9758
10/26/2017,POUNDS STERLING,2017,October,402.6052,403.2658,403.9263
